字头	释义
真	1<名>自然的本性。《庄子·秋水》：“谨守而勿失，是谓反其～。”2<形>真实。《汉书·宣帝纪》：“使～伪毋相乱。”3<形>真正的。《周亚夫军细柳》：“嗟乎﹗此～将军矣。”4<副>确实。《游黄山记》：“众壑纵横，～黄山绝胜处。”
砧	1<名>捣衣石。谢惠连《捣衣》：“櫩高～响发，楹长杵声哀。”2<名>通“椹”，砧板。孙光宪《北梦琐言》：“馋犬舐鱼～。”【又】<名>古代杀人刑具。韩愈《元和圣德诗》：“解脱挛索，加以～斧。”
斟	1<动>舀。屈原《天问》：“彭铿～雉帝何飨。”【引】往杯子或碗里倒(一般多指酒和茶)。李白《悲歌行》“主人有酒切莫～。”2<名>带汁的肉。《史记·张仪传》：“厨人进～。”
甄	1<名>制作陶器用的转轮。潘尼《释奠颂》：“若金受范，若埴在～。”【又】〈动〉制作陶器。《汉书·董仲舒传》“犹泥之在钧，唯～者之所为。”2<动>培养；造就。任昉《为范始兴作求立太宰碑表》：“臣里闾孤贱，才无可～。”3<动>鉴别。李白《与韩荆州书》：“山涛作冀州，～拔三十余人。”4<动>表明；表扬。颜延之《阳给事诔》：“义有必～。”5<名>军队左右两翼叫“甄”。《晋书·周访传》：“使将军李恒督左～，许朝督右～。”
榛	1<名>一种落叶乔木。《诗经·小雅·青蝇》：“营营青蝇，止于～。”【又】榛树的果实。《礼记·内则》“枣栗～柿，瓜桃李梅。”2<名>丛生的荆棘。左思《招隐诗二首》：“经始东山庐，果下自成～。”
箴	1<名>针。《荀子·大略》：“今夫亡～者，终日求之而不得。”2<动>规劝；劝告。《左传·宣公十二年》：“～之曰。”3<名>一种文体，以规劝、告诫为内容的文章。扬雄的《州箴》、《箴砭》。
臻	<动>到；到达。《诗经·小雅·雨无正》：“如彼行迈，则靡所～。”《后汉书·冯衍传》：“元元无聊，饥寒并～。”
枕	<名>枕头。《梦游天姥吟留别》：“惟觉时之～席，失向来之烟霞。”
枕	1<动>将头放在枕头等物上。《赤壁赋》：“相与～藉乎舟中。”2<动>临近；挨着。《汉书·严助传》：“北～大江。”
轸	1<名>车箱底部后面的横木。《考工记·总目》：“车～四尺。”【又】车子。《后汉书·黄琼传》：“往车虽折，而来～方遒。”2<名>弦乐器上转动的弦线的轴。李白《北山独酌寄韦六》：“坐月观宝书，拂霜弄瑶～。”3<动>转动。扬雄《太玄·玄摛》：“反复其序，～转其道也。”4<动>悲痛。《九章·哀郢》：“出国门而～怀兮。”5<名>通“畛”，田间的路。阮籍《咏怀》：“连～距阡陌，子母相拘带。”
畛	1<名>井田沟上的小路。《诗经·周颂·载芟》：“徂隰徂～。”【又】泛指田间的路。左思《吴都赋》：“其四野，则～畷无数。”2<名>界限。《淮南子·俶真》：“浮扬于无～崖之际。”
缜	1<形>周密；细致。《南史·孙休源传》：“累居显职，性～密，未尝言禁中事。”2<形>通“鬒”，头发稠而黑。谢眺《晚登三山还望京邑》：“谁能～不变。”
鬒	<形>头发稠而黑。《左传·昭公二十八年》：“昔有仍氏生女，～黑而甚美。”
阵	1<名>军队作战时按一定的作战意图排列的队伍。《出师表》：“愚以为营之事，悉以咨之，必能使行～和睦，优劣得所。”【又】<名>泛指行列。《滕王阁序》：“雁～惊寒，声断衡阳之浦。”2<名>战事。《失街亭》：“吾累随丞相经～。”3<量>表示时间的长度。《失街亭》：“二将合兵一处，大杀一～。”
鸩	1<名>传说中一种有毒的鸟，喜欢吃蛇，羽毛为紫绿色，放在酒中能毒死人。《山海经·中山经》：“其鸟多鷮、多翟，多～。”2<名>用鸩的毛泡成的毒酒。《汉书·王莽传》：“莽～杀孝平帝。”成语有“饮鸩止渴”。【又】用毒酒杀人。《国语·鲁语上》：“使医～之。”
振	1<动>举；举起。《过秦论》：“～长策而御宇内。”2<动>抖动。《屈原列传》：“新浴者必～衣。”3<动>奋起；振作。《教战守策》：“痿蹶而不复～。”4<动>整顿。《史记·主父偃传》：“诸侯春～旅，秋治兵，所以不忘战也。”5<动>通“赈”，救济。《论积贮疏》：“大命将泛，莫之～救。”6<动>通“震”，震动。《张衡传》：“如有地动，尊则～龙。”7<形>通“震”，惊恐。《荆轲刺秦王》：“秦武阳色变～恐。”8<动>通“震”，威吓。《谏太宗十思疏》：“～之以威怒。”
朕	1<代>我，我的。《尚书·汤誓》：“～不食言。”2<名>秦始皇以后专用为皇帝的自称。《史记·秦始皇本纪》：“～为始皇帝。”3<名>征兆；迹象。《庄子·应帝王》：“而遊无～。”
赈	1<动>救济。《后汉书·伏湛传》：“悉分奉禄以～乡里。”2<形>富裕。何晏《景福殿赋》：“富～山丘。”
镇	1<动>压。枚乘《上书谏吴王》：“系方绝，又重～之。”【名】压物的东西。《九歌·湘夫人》：“白玉兮为～。”2<动>压抑；抑制。《九章·抽思》：“览民尤以自～。”【又】镇慑；镇住。《三国志·蜀书·诸葛亮传》：“魏明帝西～长安。”3<动>安定。《史记·高祖本纪》：“～国家，抚百姓。”4<名>市镇。《宋史·岳飞传》：“飞进军朱仙～。”
震	1<名>雷。《左传·隐公九年》：“大雨～电。”2<动>震动。《张衡传》：“后数日驿到，果地～陇西。”3<动>威慑。《过秦论》：“余威～于殊俗。”4<形>惊恐。《少年中国说》：“乳虎啸谷，百兽～惶。”5<名>威严。《左传·文公六年》：“其子何～之有？”6<动>通“娠”，怀孕。《左传·昭公元年》：“邑姜方～太叔。”
争	1<动>争夺。《廉颇蔺相如列传》：“相如每朝时，常称病，不欲与廉颇～列。”2<动>竞争。《论积贮疏》：“并举而～起矣。”3<动>争论。《<指南录>后序》：“与贵酋处二十日，～曲直，屡当死。”
争	<动>规劝。后来写作“诤”。《后汉书·王充传》：“以数～不合，去。”
征	（徵）
征	1<动>出征；远行。王昌龄《出塞》：“万里长～人未还。”2<动>征伐；征讨。《赤壁之战》：“挟天子以～四方。”3<动>征收；争夺。《促织》：“宣德间，宫尚促织之戏，岁～民间。”《答司马谏议书》：“为天下理财，不为～利。”4<名>赋税。《孟子·滕文公下》：“什一，去关市之～。”5<动>征召。《张衡传》：“公车特～拜郎中。”6<动>追究。《左传·僖公四年》：“寡人是～。”7<名>证明。《观巴黎油画记》：“而其事信而有～。”8<名>迹象；预兆。《史记·项羽本纪》：“兵未战先见败～。”
怔	1<形>惊惧。见“怔营”、“怔忪”。2<动>发愣。《红楼梦》：“那丫鬟倒发了个～。”
峥	见“峥嵘”。
烝	1<动>用火烘烤。《荀子·性恶》：“枸木必将待檃栝～矫然后直。”2<动>用热气蒸。《齐民要术·烝缹法》：“～令极熟。”【引】热气盛。杜甫《早秋苦热》：“七月六日苦炎～。”3<形>众；多。《诗经·大雅·烝民》：“天生～民。”4<动>祭祀，特指冬祭。《礼记·王制》：“尝则不～。”
筝	<名>古代一种弦乐器。张衡《南都赋》：“弹～吹笙，更为新声。”
蒸	1<名>细小的木柴。《淮南子·主术训》：“冬伐薪～。”2<动>气体上升。《后汉书·冯衍传》：“风兴云～，一龙一蛇。”【又】用热气蒸。《齐民要术·蒸缹》：“著甑中～之取熟。”3<形>通“烝”。众；多。应璩《与从弟君苗君胄书》：“济～人于涂炭。”
徵	<名>五音（宫、商、角、徵、羽）之一。《史记·乐书》：“闻～者，使人乐善而好施。”
徵	见“征”
拯	<动>从水里救出淹溺的人。《左传·宣公十二年》：“目于眢井而～之。”【又】泛指拯救；救援。《论衡·感虚》：“田出谷以～饥。”
整	1<动>整理。《张衡传》：“衡下车，治威严，～法度。”2<形>整齐；有秩序。《游黄山记》：“其庵颇～，四顾无奇，竟不入。”3<形>完整。《烛之武退秦师》：“以乱易～，不武。”
正	1<形>不偏；不斜。《谏太宗十思疏》：“惧谗邪，则思～身以黜恶。”2<形>正常；正当。《狱中杂记》：“今天时顺～，死者尚稀。”3<名>规律；道理。《张衡传》：“遂乃研核阴阳，妙尽璇机之～。”4<形>公正；正直。《屈原列传》：“邪曲之害公也，方～之不容也。”5<形>作为主体的，与“副”相对。《狱中杂记》：“而十四司～副郎好事者。”6<副>恰好；正好。《孔雀东南飞》：“便利此月内，六合～相应。”7<副>表示状态的持续、动作的进行。《卖炭翁》：“可怜身上衣～单。”
正	<名>正月，阴历每年的第一个月。《诗经·小雅·正月》：“～月繁霜，我心忧伤。”
诤	<动>以直言劝告，使人改正错误。刘向《说苑·臣术》：“用则可生，不用则死，谓之～。”
郑	1<名>姓。2<名>周代的诸侯国，在今河南新郑一带。
政	1<名>政治；政事。《岳阳楼记》：“～通人和，百废俱兴。”2<名>政令；法令。《齐桓晋文之事》：“今王发～施仁，使天下仕者皆欲立于王之朝。”3<名>策略；谋略。《谋攻》：“其次伐兵，下～攻城。”
之	1<动>到……去。《为学》：“吾欲～南海。”2<代>指示代词，相当于“这个”、“这”、“这种”等。《廉颇蔺相如列传》：“均～二策，宁许以负秦曲。”3<代>第三人称代词，相当于“他”、“它”、“它们”、“他们”等。《论积贮疏》：“生～有时而用～无度。”《郑伯克段于鄢》：“爱共叔段，欲立～。”4<代>指代说话者本人或听话者的对方。《捕蛇者说》：“君将哀而生～乎？”5<代>第二人称代词，相当于“你”、“您”。《汉书·蒯通传》：“窃闵公之将死，故吊～。”6<助>用在定语和中心词之间，表示修饰、领属的关系，相当于“的”。《邵公谏厉王弭谤》：“防民～口，甚于防川。”7<助>用在主谓之间，取消句子独立性，一般不必译出。《师说》：“师道～不传也久矣。”8<助>定语后置的标志。《劝学》：“蚓无爪牙～利。”9<助>补语的标志。用在中心词（动词、形容词）和补语之间，可译作“得”。《捕蛇者说》：“未若复吾赋不幸～甚也。”10<助>用宾语前置的标志。《师说》：“句读～不知。”11<助>用在表示时间的副词后，补足音节，没有实义。《赤壁之战》：“顷～，烟炎张天。”⑿<助>用在“前”、“后”、“内”、“外”等词语和它们的修饰语之间，表示对方位、时间、范围等的限制。《教战守策》：“数十年～后，甲兵顿弊。”
支	1<名>同“枝”，枝条。《汉书·晁错传》：“～叶茂接。”2<名>同“肢”，人或动物的四肢。《送东阳马生序》：“至舍，四～僵劲不能动。”3<名>分支。《过大孤山小孤山》：“江自湖口分一～为南江。”4<动>支撑；支持。《核舟记》：“诎右臂～船，而竖其左膝。”5<动>供给。《汉书·赵充国传》：“足～万人一岁食。”
卮	<名>古代盛酒的器皿。《战国策·齐策》：“乃左手持～，右手持画蛇。”《鸿门宴》：“臣死且不避，～酒安足辞。”
枝	1<名>从树干生出的枝条。《惠崇<春江晚景>》：“竹外桃花三两～。”【又】<动>生出枝节。《爱莲说》：“中通外直，不蔓不～。”2<名>分枝。《荀子·效儒》：“故以～代主而非越也。”3<形>分散。《荀子·解蔽》：“心～则无知。”4<动>通“支”。抵拒；支持。《左传·桓公五年》：“蔡卫不～。”
